cik,companyName,stockSymbol
0001227930,Entropic Communications Inc,entr
0000766561,Enventis Corp,enve
0001337619,"Envestnet, Inc.",env
0001344154,Envision Healthcare Corp,ems
0001678531,Envision Healthcare Corp,evhc
0001578318,"Envision Healthcare Holdings, Inc.",evhc
0001174266,Envivio Inc,envi
0001083706,Enxnet Inc,exnt
0000316253,Enzo Biochem Inc,enz
0000727510,Enzon Pharmaceuticals Inc,enzn
0001578809,Enzymotec Ltd.,enzy
0000821189,Eog Resources Inc,eog
0001517393,Epicor Software Corp,epic
0001027207,Epiq Systems Inc,epiq
0001022408,Eplus Inc,plus
0000033185,Equifax Inc,efx
0001101239,Equinix Inc,eqix
0000803649,Equity Commonwealth,eqc
0000895417,Equity Lifestyle Properties Inc,els
0001042810,"Equity One, Inc.",eqy
0001525221,Era Group Inc.,era
0000922621,Erie Indemnity Co,erie
0001110361,Eroomsystem Technologies Inc,erms
0001624422,Erytech Pharma S.A.,eryp
0000862668,Escalon Medical Corp,esmc
0000866706,Esco Technologies Inc,ese
0001434868,"Esperion Therapeutics, Inc.",espr
0001448893,Essent Group Ltd.,esnt
0000033619,Esterline Technologies Corp,esl
0001029199,Euronet Worldwide Inc,eeft
0000276283,Evans & Sutherland Computer Corp,escc
0001475115,"Eventbrite, Inc.",eb
0001358483,"Everyday Health, Inc.",evdy
0001570562,"Evolus, Inc.",
0001052054,Evolving Systems Inc,evol
0001604643,Evoqua Water Technologies Corp.,aqua
0000890264,Exa Corp,exa
0001124140,Exact Sciences Corp,exas
0001420850,"ExactTarget, Inc.",
0000913165,Exactech Inc,exac
0001498021,"ExamWorks Group, Inc.",exam
0000753568,Exar Corp,exar
0001512890,Excel Corp,excc
0001524471,Exelis Inc.,xls
0001109357,Exelon Corp,exc
0000813781,Exide Technologies,xide
0001297989,"ExlService Holdings, Inc.",exls
0001324424,"Expedia, Inc.",expe
0000746515,Expeditors International Of Washington Inc,expd
0000851520,Exponent Inc,expo
0000885721,Express Scripts Inc,esrx_priv1
0001483510,"Express, Inc.",expr
0001627469,"Exquisite Acquisition, Inc.",exqa_priv
0001581164,"Extended Stay America, Inc.",stay
0001635881,Exterran Corp,extn
0001289490,Extra Space Storage Inc.,exr
0001078271,Extreme Networks Inc,extr
0000034088,Exxon Mobil Corp,xom
0000892534,Ezchip Semiconductor Ltd,ezch
0000876523,Ezcorp Inc,ezpw
0001048695,F5 Networks Inc,ffiv
0000915191,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,ffh.pr.f
0001010858,FAIRMOUNT SANTROL HOLDINGS INC.,fmsa
3035,FARADAY TECHNOLOGY CORP. (智原科技),faraday
0001513153,FCA US LLC,fcau
0000230211,FEDERAL EXPRESS CORP,fdx_priv1
0001026214,FEDERAL HOME LOAN MORTGAGE CORP,fmcc
0000310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,fnma
0000921299,FIBROGEN INC,fgen
0001366340,"FINJAN HOLDINGS, INC.",fnjn
0001387054,FIRMA HOLDINGS CORP.,frma
0000710507,"FIRST BANKS, INC",fbs.pra
0000883980,FIRST DATA CORP,fdc
0000787075,FIRST FINANCIAL HOLDINGS INC /DE/,ffch
0001389772,FIRST PRIORITY FINANCIAL CORP.,fpbk
0000828678,FIRSTCITY FINANCIAL CORP,fcfc
0001034669,FISHER COMMUNICATIONS INC,fsci
0001447599,FITBIT INC,fit
0001374328,"FITLIFE BRANDS, INC.",ftlf
0000713002,FLOW INTERNATIONAL CORP,flow
0001011308,FOOTSTAR INC,
0001145057,"FORESCOUT TECHNOLOGIES, INC",fsct
0000038074,FOREST LABORATORIES INC,frx
0001023313,"FORRESTER RESEARCH, INC.",forr
0001130385,FOSTER WHEELER AG,fwlt
0001010247,FPIC INSURANCE GROUP INC,
0000093631,FREDERICK'S OF HOLLYWOOD GROUP INC /NY/,fohl
0000841692,FSI INTERNATIONAL INC,fsii
0000050957,FURNITURE BRANDS INTERNATIONAL INC,fbniq
0001071411,FUSION TELECOMMUNICATIONS INTERNATIONAL INC,fsnn
0001383729,"FUSION-IO, INC.",fio
0001529979,FX Alliance Inc.,fxai
0001326801,Facebook Inc,fb
0001013237,Factset Research Systems Inc,fds
0000814547,Fair Isaac Corp,fico
0001036960,Fairchild Semiconductor International Inc,fcs
0001062613,Fairpoint Communications Inc,frp
0000034408,Family Dollar Stores Inc,fdo
0001021270,"Famous Dave's of America, Inc.",dave
0000917491,Faro Technologies Inc,faro
0001434316,Fate Therapeutics Inc,fate
0001012771,Fbl Financial Group Inc,ffg
0000845877,Federal Agricultural Mortgage Corp,agm
0001331465,Federal Home Loan Bank of Atlanta,fhlba_priv
0001331451,Federal Home Loan Bank of Chicago,fhlbch_priv
0001331757,Federal Home Loan Bank of Dallas,fhlbd_priv
0001329842,Federal Home Loan Bank of New York,fhlbny_priv
0001330399,Federal Home Loan Bank of Pittsburgh,fhlbp_priv
0000034903,Federal Realty Investment Trust,frt
0000277509,Federal Signal Corp /DE/,fss
0001419581,Federal-Mogul Holdings Corp,fdml
0001056288,Federated Investors Inc /PA/,fii
0000863894,Female Health Co,fhco
0000922358,Ferrellgas Partners L P,fgp
0000035214,Ferro Corp,foe
0001110649,Fibria Celulose S.A.,fbr
0000357097,"Fibrocell Science, Inc.",fcsc
0001136893,"Fidelity National Information Services, Inc.",fis
0000822662,Fidelity Southern Corp,lion
0001534992,"Fiesta Restaurant Group, Inc.",frgi
0000035527,Fifth Third Bancorp,fitb
0001430592,"Financial Engines, Inc.",fngn
0001094739,Finisar Corp,fnsr
0000886137,Finish Line Inc /IN/,finl
0001370880,"FireEye, Inc.",feye
0001017907,First Acceptance Corp /DE/,fac
0001404306,First Advantage Bancorp,fabk
0001472787,First American Financial Corp,faf
0000314489,First Busey Corp /NV/,buse
0001521951,"First Business Financial Services, Inc.",fbiz
0000840489,First Cash Financial Services Inc,fcfs
0000798941,First Citizens Bancshares Inc /DE/,fcnca
0000712537,First Commonwealth Financial Corp /PA/,fcf
0000714562,First Financial Corp /IN/,thff
0001413837,First Foundation Inc.,ffwm
cr980661,First Hawaiian Bank,
0000036966,First Horizon National Corp,fhn
0000921825,First Industrial Realty Trust Inc,fr
0001262279,First Marblehead Corp,fmd
0000712534,First Merchants Corp,frme
0000702325,First Midwest Bancorp Inc,fmbi
cr527954,First National Bank of Omaha,
cr379920,First National Bank of Pennsylvania,
0001035976,First National Community Bancorp Inc,fncb
y91020902,"First National of Nebraska, Inc.",
0001051741,First Niagara Financial Group Inc,fnfg
cr4114567,First Republic Bank,
0001138817,First Security Group Inc/Tn,fsgi
0001274494,"First Solar, Inc.",fslr
0001027183,First South Bancorp Inc /VA/,fsbk
cr485559,"First Tennessee Bank, National Association",
0001327607,First Western Financial Inc,myfw
cr491224,First-Citizens Bank & Trust Company,
0001637810,FirstService Corp,fsv
0001031296,Firstenergy Corp,fe
0000354869,Firstmerit Corp /OH/,fmer
0000798354,Fiserv Inc,fisv
0001177609,"Five Below, Inc",five
0001175505,Five Prime Therapeutics Inc,fprx
0001159281,Five Star Quality Care Inc,fve
0001288847,"Five9, Inc.",fivn
cr146672,"Flagstar Bank, FSB",
0001012477,Flamel Technologies Sa,flml
0000012040,Flanigans Enterprises Inc,bdl
0001175454,Fleetcor Technologies Inc,flt
0001615219,"Flex Pharma, Inc.",flks
0001069394,Flexible Solutions International Inc,fsi
0001419600,Flexion Therapeutics Inc,flxn
0000037472,Flexsteel Industries Inc,flxs
0000866374,Flextronics International Ltd.,flex
0000354908,Flir Systems Inc,flir
0001370914,"Florida Bank Group, Inc.",
0001519628,Florida East Coast Railway Corp.,
0000928054,Flotek Industries Inc/Cn/,ftk
0001128928,Flowers Foods Inc,flo
0000030625,Flowserve Corp,fls
0001162194,Fluidigm Corp,fldm
0001124198,Fluor Corp,flr
0001083743,"Flux Power Holdings, Inc.",flux
0000037785,Fmc Corp,fmc
0001135152,Fmc Technologies Inc,fti
0000037808,Fnb Corp/FL/,fnb
0001651052,Focus Financial Partners Inc.,focs
0000355019,Fonar Corp,fonr
0001406587,Forestar Group Inc.,for
0001039399,Formfactor Inc,form
0001495925,Fortegra Financial Corp,frf
0001262039,Fortinet Inc,ftnt
0001666175,Fortis Inc.,fts
0001590364,Fortress Transportation & Infrastructure Investors LLC,ftai
0001667633,"Forty Seven, Inc.",ftsv
0001401257,"Forum Energy Technologies, Inc.",fet
0000038264,Forward Industries Inc,ford
0000883569,"Fossil Group, Inc.",fosl
0001688941,"Foundation Building Materials, Inc.",fbm
0001272597,"Foundation Healthcare, Inc.",fdnh
0001488613,"Foundation Medicine, Inc.",fmi
0001485176,Fox Chase Bancorp Inc,fxcb
0001754301,Fox Corp,
0001424929,Fox Factory Holding Corp,foxf
0001575828,Frank's International N.V.,fi
0000886206,Franklin Covey Co,fc
0000038725,Franklin Electric Co Inc,fele
0001407067,Franklin Financial Network Inc.,fsb
0000038777,Franklin Resources Inc,ben
0000724571,Freds Inc,fred
0001581545,Freedom Leaf Inc.,frlf
0001392522,"Freescale Semiconductor, Ltd.",fsl
0001320854,"FreightCar America, Inc.",rail
0001331612,"Fresh Harvest Products, Inc.",frhv
0001489979,"Fresh Market, Inc.",tfm
0001611647,"Freshpet, Inc.",frpt
0000039047,Frischs Restaurants Inc,frs
0000020520,Frontier Communications Corp,ftr
0000887936,Fti Consulting Inc,fcn
0000846913,"Fuel Tech, Inc.",ftek
0000886128,Fuelcell Energy Inc,fcel
0000891482,Full House Resorts Inc,fll
0000700564,Fulton Financial Corp,fult
0001704711,"Funko, Inc.",fnko
0001484478,"Furiex Pharmaceuticals, Inc.",furx
0000842722,"Fuse Science, Inc.",drop
0001337298,FutureFuel Corp.,ff
0000821002,G Iii Apparel Group Ltd /DE/,giii
0000039648,G&K SERVICES INC,gk
0001421876,GALAPAGOS NV,glpg
0001045014,GAMETECH INTERNATIONAL INC,gmtcq
0000916459,GARDNER DENVER INC,gdi
0001413754,GBS Enterprises Inc,gbsx
0000075679,GCI INC,gncma_priv
0001644440,GCP Applied Technologies Inc.,gcp
0001526125,GDS Holdings Ltd,gds
sub40545,GE Capital Corp LLC,ge
0000941020,GENELINK INC,gnlkq
0000040554,GENERAL ELECTRIC CAPITAL CORP,geb
0001457612,"GENOCEA BIOSCIENCES, INC.",gnca
0000880643,GENTA INC DE/,gnta
0000903129,GENTHERM Inc,thrm
0000732485,GENZYME CORP,genz
0001073404,GERDAU S.A.,ggb
0001292426,GFI Group Inc.,gfig
0001245791,"GI DYNAMICS, INC.",gid
0001126140,GIVEN IMAGING LTD,givn
0001192448,GLAUKOS Corp,gkos
0001131399,GLAXOSMITHKLINE PLC,gsk
0000852570,GLOBAL AXCESS CORP,gaxcq
0001522724,GLOBAL GREEN INC.,gogc
0000895663,GLOBAL INDUSTRIES LTD,
0001630212,GLOBAL TECHNOLOGIES CORP,gthcd
0001031028,GLOBECOMM SYSTEMS INC,gcom
0001245104,GLOBEIMMUNE INC,gbim
0001528188,"GOFF, CORP",goff
0001500122,GOLD UNION INC.,golu
0000919239,GOLDCORP INC,gg
0001202273,GOLFSMITH INTERNATIONAL HOLDINGS INC,golf
0000910560,"GOOD SAM ENTERPRISES, LLC",
0000042542,GOODRICH CORP,gr
0001048620,GRANITE CITY FOOD & BREWERY LTD.,gcfb
0001005011,"GRAPHIC PACKAGING INTERNATIONAL, LLC",
0001313310,"GRAVITY Co., Ltd.",grvy
0000205402,GRAYBAR ELECTRIC CO INC,gryba_priv
0000723258,GREAT AMERICAN LIFE INSURANCE CO,gtamr_priv
0000043300,GREAT ATLANTIC & PACIFIC TEA CO INC,gaptq
0001284808,GREAT LAKES WINDOW INC,
0000744455,GREAT WEST LIFE & ANNUITY INSURANCE CO,gtwla_priv
887153,GROUP SIMEC SA DE CV,GSEBF
0001161582,"GROWLIFE, INC.",phot
0000216039,GRUBB & ELLIS CO,gbezq
0000912892,"GRUPO TELEVISA, S.A.B.",tv
0001262751,GRYPHON GOLD CORP,gyphq
0000850483,GTSI CORP,gtsi
0001058867,GUARANTY BANCSHARES INC /TX/,gnty
0001021113,"GUITAR CENTER, INC.",gtrc
0001522690,"GWG Holdings, Inc.",gwgh
0000786110,GYMBOREE CORP,gymb
0001089872,"Gaiam, Inc",gaia
0000013156,"Galaxy Gaming, Inc.",glxz
0001060349,"Gamco Investors, Inc. Et Al",gbl
0001326380,GameStop Corp.,gme
0000918580,Gaming Partners International CORP,gpic
0001635718,"Gannett Co., Inc.",gci
0000039911,Gap Inc,gps
0001121788,Garmin Ltd,grmn
0000749251,Gartner Inc,it
0001368900,"GateHouse Media, Inc.",ghseq
0000040211,Gatx Corp,gmt
0001379009,Gazit-Globe Ltd,gzt
0001096199,"Geeknet, Inc",gknt
0001487371,"GenMark Diagnostics, Inc.",gnmk
0000064472,Gencor Industries Inc,genc
0001519894,General Agriculture Corp,gelt
0000886035,General Cable Corp /DE/,bgc
0000808461,General Communication Inc,gncma
0000040533,General Dynamics Corp,gd
0000040545,General Electric Co,ge
0000040570,General Employment Enterprises Inc,job
0001342287,General Finance CORP,gfn
0001496048,"General Growth Properties, Inc.",ggp
0000040704,General Mills Inc,gis
0001467858,General Motors Co,gm
0000804269,"General Motors Financial Company, Inc.",acf
0000018498,Genesco Inc,gco
0001351051,"Genesis Healthcare, Inc.",gen
0001355848,"Genius Brands International, Inc.",gnus
0001131324,Genomic Health Inc,ghdx
0000355811,Gentex Corp,gntx
0001314755,Gentium S.p.A.,
0001096142,Gentiva Health Services Inc,gtiv
0000040987,Genuine Parts Co,gpc
0001276520,Genworth Financial Inc,gnw
0001572983,"Genworth Holdings, Inc.",
0001352302,"GeoMet, Inc.",gmet
0000714395,"German American Bancorp, Inc.",gabc
0000886744,Geron Corp,gern
0001052752,Getty Realty Corp /MD/,gty
0001392380,"Gevo, Inc.",gevo
0001484504,Gigamon Inc.,gimo
0000897322,Gilat Satellite Networks Ltd,gilt
0001061894,Gildan Activewear Inc.,gil
0000882095,Gilead Sciences Inc,gild
0001629137,"Global Blood Therapeutics, Inc.",gbt
0000748790,"Global Clean Energy Holdings, Inc.",gceh
0001512077,Global Eagle Entertainment Inc.,ent
0001142488,"Global Entertainment Holdings, Inc.",
0000319671,Global Gold Corp,gbgd
0001494904,Global Indemnity plc,gbli
0001123360,Global Payments Inc,gpn
0001136294,Global Power Equipment Group Inc.,glpw
3443,Global Unichip Corp. (創意電子),
0001361540,"Globalink, Ltd.",gobk
0001112920,Globalscape Inc,gsb
0001366868,"Globalstar, Inc.",gsat
0001237831,Globus Medical Inc,gmed
0000746210,"Glowpoint, Inc.",glow
0001366246,Glu Mobile Inc,gluu
0000931799,"GlyEco, Inc.",glye
0001500435,"GoPro, Inc.",gpro
0000886982,Goldman Sachs Group Inc,gs
0001335982,Goodman Networks Inc,gnet
0000042582,Goodyear Tire & Rubber Co /OH/,gt
0000070415,Gp Strategies Corp,gpx
0000042888,Graco Inc,ggg
0000931148,Graftech International Ltd,gti
0000716314,Graham Corp,ghm
0001478085,Graham Packaging Co Inc.,grm
0001434588,"Grand Canyon Education, Inc.",lope
0001020475,"Grandparents.Com, Inc.",gpcm
0000043196,Gray Television Inc,gtn
0001372020,Great Lakes Dredge & Dock CORP,gldd
0001613665,"Great Western Bancorp, Inc.",gwb
0001114483,"Greatbatch, Inc.",gb
0001386278,Green Dot Corp,gdot
0001433966,"Green Earth Technologies, Inc",getg
0001443388,Green Hygienics Holdings Inc.,gryn
0001269127,Greenshift Corp,gers
0000050725,Griffon Corp,gff
0001438569,Grifols SA,grfs
0001490281,"Groupon, Inc.",grpn
0001594109,GrubHub Inc.,grub
0001504764,Grupo Aval Acciones Y Valores S.A.,aval
0000944480,Gse Systems Inc,gvp
0001076930,Gsi Group Inc,gsig
0001375793,Gtx Corp,gtxo
0001576280,"Guardant Health, Inc.",gh
0001429592,Guardian 8 Holdings,grdh
0001642375,"Guardion Health Sciences, Inc.",ghsi
0000912463,Guess Inc,ges
0001375557,"Guidance Software, Inc.",guid
0001528396,"Guidewire Software, Inc.",gwre
0001339605,"H&E Equipment Services, Inc.",hees
0000812906,HANCOCK FABRICS INC,hkfi
0001354752,HARLAND CLARKE HOLDINGS CORP,
0001094238,HARRIS INTERACTIVE INC,hpol
0000085704,"HARRIS TEETER SUPERMARKETS, INC.",htsi
0000045947,HARTFORD LIFE INSURANCE CO,hig_priv
0001054579,HASTINGS ENTERTAINMENT INC,hast
0001006837,"HC2 Holdings, Inc.",hchc
0000792985,"HEALTH MANAGEMENT ASSOCIATES, INC",hma
0001084415,"HEARTLAND, INC.",htlj
0000801748,HEMACARE CORP /CA/,hema
0000047129,HERTZ CORP,htz_priv1
0000013239,HEXION INC.,hxn
0001585101,"HINES GLOBAL REIT II, INC.",hirt_priv1
0001262959,HINES REAL ESTATE INVESTMENT TRUST INC,hirt
0001137204,"HIPCRICKET, INC.",hippq
0000047710,HITACHI LTD,
0001130866,HITTITE MICROWAVE CORP,hitt
0000912544,HOLLYWOOD MEDIA CORP,holl
0000715153,HONDA MOTOR CO LTD,hmc
0001017712,HOT TOPIC INC /CA/,hott
0001302215,"HOULIHAN LOKEY, INC.",hli
0000354964,HSBC Finance Corp,hsfc.prb
0001089113,HSBC HOLDINGS PLC,hsbc
0000083246,HSBC USA INC /MD/,husi
0000048898,HUBBELL INC,hub.b
0001404655,HUBSPOT INC,hubs
0001410240,"HUGHES Telematics, Inc.",hutc
0000901219,HUMAN GENOME SCIENCES INC,hgsi
0000878616,HUMAN PHEROMONE SCIENCES INC,erox
0001396118,"HW Holdings, Inc.",hhww
0000704432,HYDROMER INC,hydi
,Habib American Bank,hbb_priv
0001057379,"Hackett Group, Inc.",hckt
0000313143,Haemonetics Corp,hae
0000910406,Hain Celestial Group Inc,hain
0000045012,Halliburton Co,hal
0000106618,Handy & Harman Ltd.,hnh
0000722723,"Hanger, Inc.",hgr
0001388132,Hangover Joe's Holding Corp,hjoe
0001561894,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",hasi
0000944695,"Hanover Insurance Group, Inc.",thg
0001276591,Hansen Medical Inc,hnsn
0001371541,"Hanwha Q CELLS Co., Ltd.",hqcl
1751876,Happiness Biotech Group Ltd,HAPP
0000313716,Hardinge Inc,hdng
0000793952,Harley Davidson Inc,hog
0000800459,Harman International Industries Inc /DE/,har
0000851310,Harmonic Inc,hlit
0000202058,Harris Corp /DE/,hrs
0000045876,Harsco Corp,hsc
0000045919,Harte Hanks Inc,hhs
0001123494,Harvard Bioscience Inc,hbio
0000046080,Hasbro Inc,has
0000216085,Haverty Furniture Companies Inc,hvt
0000046250,Hawkins Inc,hwkn
0000858655,Haynes International Inc,hayn
0000888919,Hcc Insurance Holdings Inc/DE/,hcc
0001003344,Headwaters Inc,hw
0000916085,Health Net Inc,hnt
0000773660,"HealthMarkets, Inc.",uci
0001339553,"HealthSpring, Inc.",
0000754813,"HealthWarehouse.com, Inc.",hewa
0001514682,Healthcare Corp of America,hccaw
0000899749,Healthcare Realty Trust Inc,hr
0000844856,Healthier Choices Management Corp.,vpco
0000785161,Healthsouth Corp,hls
0001095565,Healthstream Inc,hstm
0000704415,"Healthways, Inc",hway
0000920112,Heartland Financial Usa Inc,htlf
0001144354,Heartland Payment Systems Inc,hpy
0000046619,Heico Corp,hei
0001066605,Heidrick & Struggles International Inc,hsii
0001040792,Helios & Matheson Analytics Inc.,hmny
0000046765,"Helmerich & Payne, Inc.",hp
0000946644,Hemispherx Biopharma Inc,heb
0001000228,Henry Schein Inc,hsic
0001330849,"Hercules Offshore, Inc.",hero
0001038133,Heska Corp,hska
0000004447,Hess Corp,hes
0000717605,Hexcel Corp /DE/,hxl
0001549848,Hi-Crush Partners LP,hclp
0001287808,"Hill International, Inc.",hil
0000878520,Hilltop Securities Holdings LLC,sws
0001342338,"Himax Technologies, Inc.",himx
0001196501,Hms Holdings Corp,hmsy
0001178336,Hoku Corp,hokuq
0001283140,Holly Energy Partners Lp,hep
0000048039,HollyFrontier Corp,hfc
0000859737,Hologic Inc,holx
0000354950,Home Depot Inc,hd
0000923118,Home Properties Inc,hme
0001518715,"HomeStreet, Inc.",hmst
0001366684,Homeaway Inc,away
0000773840,Honeywell International Inc,hon
0001077688,Hooker Furniture Corp,hoft
0000741815,Hooper Holmes Inc,hh
0000850141,Horace Mann Educators Corp /DE/,hmn
0001492426,Horizon Pharma plc,hznp
0000048465,Hormel Foods Corp /DE/,hrl
0001274057,Hospira Inc,hsp
0001356949,Houston Wire & Cable CO,hwcc
0000357294,Hovnanian Enterprises Inc,hov
0001498828,Howard Hughes Corp,hhc
0000940942,Hub Group Inc,hubg
0001322422,Hudbay Minerals Inc.,hbm
0000921847,Hudson City Bancorp Inc,hcbk
0001210708,"Hudson Global, Inc.",hson
0000925528,Hudson Technologies Inc /NY,hdsn
0000049071,Humana Inc,hum
0000049196,Huntington Bancshares Inc/MD,hban
cr12311,Huntington National Bank,
0001307954,Huntsman CORP,hun
0000315374,Hurco Companies Inc,hurc
0001289848,Huron Consulting Group Inc.,hurn
0000772897,Hutchinson Technology Inc,htch
0001093082,Huttig Building Products Inc,hbp
0001203464,IAMGOLD CORP,iag
0001362004,"ICF International, Inc.",icfi
0001076522,ICTV Brands Inc.,ictv
0001093649,IDENIX PHARMACEUTICALS INC,idix
0001627811,IEG Holdings Corp,iegh
0001219210,"IKANOS COMMUNICATIONS, INC.",ikan
0000216324,IMAGE ENTERTAINMENT INC,disk
0000839441,IMAGENETIX INC /NV/,iagx
0000790652,IMAGING DIAGNOSTIC SYSTEMS INC /FL/,imds
0001587063,"IMC Holdings, Inc.",imch_priv
0000736822,IMMUCOR INC,blud
0001208261,IMMUNE PHARMACEUTICALS INC,imnp
0001114995,IMPINJ INC,pi
0001489161,IMRIS Inc.,imrs
0001080099,INFORMATICA LLC,infa
0001018336,INFORMATION ARCHITECTS CORP,iach
0001039765,ING GROEP NV,ind
0001274913,"INHIBITEX, INC.",
0000903651,INNODATA INC,inod
0001051114,INNOTRAC CORP,inoc
0001000753,"INSPERITY, INC.",nsp
0000885988,INTEGRAMED AMERICA INC,inmd
0000916863,"INTEGRYS HOLDING, INC.",teg
0001156871,INTELSAT INVESTMENTS S.A.,
0000888165,INTERACTIVE DATA CORP/MA/,
,INTERAUDI BANK,inta_priv
0000858446,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,ihg
0001174746,INTERCONTINENTALEXCHANGE INC,ice
0000828146,INTERLINK ELECTRONICS INC,link
0001087432,INTERMUNE INC,itmn
0000890543,INTERNATIONAL BARRIER TECHNOLOGY INC,ibh
0000714311,INTERNATIONAL LEASE FINANCE CORP,aer4665697
0000354813,INTERNATIONAL LOTTERY & TOTALIZATOR SYSTEMS INC,itsi
0000880224,INTERTAPE POLYMER GROUP INC,itp
y91064278,INTRUST Financial Corporation,
0001089473,INVENTIV HEALTH INC,vtiv
0000920424,"INVESTMENT TECHNOLOGY GROUP, INC.",itg
0000319240,IRIS INTERNATIONAL INC,iris
0001301712,IRONCLAD PERFORMANCE WEAR CORP,icpw
0001088120,ISECURETRAC CORP,tmsg
0000941221,ISRAEL CHEMICALS LTD,icl
0000930553,ISTA PHARMACEUTICALS INC,
0001095651,ISTAR INC.,star
0001639992,"IT Management, Inc.",itmgt_priv
0001041954,ITC DELTACOM INC,
0001317630,ITC Holdings Corp.,itc
0001495231,"IZEA, Inc.",izea
0000891103,Iac/INteractivecorp,iaci
0000933141,Iberiabank Corp,ibkc
0000749660,Icad Inc,icad
0001518520,"Icagen, Inc.",icgn
0000857737,"Iconix Brand Group, Inc.",icon
0000883984,Icu Medical Inc/DE,icui
0000049615,Id Systems Inc,idsy
0000861838,"Idera Pharmaceuticals, Inc.",idra
0000832101,Idex Corp /DE/,iex
0000874716,Idexx Laboratories Inc /DE,idxx
0001451520,"Idle Media, Inc.",idlm
0001005731,Idt Corp,idt
0000049728,Iec Electronics Corp,iec
0001526796,"Ignite Restaurant Group, Inc.",irg
0001557421,"Ignyta, Inc.",rxdx
0000820318,Ii-Vi Inc,iivi
0001083301,Ikonics Corp,iknx
0000049826,Illinois Tool Works Inc,itw
0001110803,Illumina Inc,ilmn
0000943034,Image Sensing Systems Inc,isns
0000941685,Imageware Systems Inc,iwsy
0001014111,Imation Corp,imn
0000921582,Imax Corp,imax
0001058811,Immersion Corp,immr
0000811641,Immucell Corp /DE/,iccc
0000948320,"Immudyne, Inc.",immd
0000855654,Immunogen Inc,imgn
0000722830,Immunomedics Inc,immu
0001000298,Impac Mortgage Holdings Inc,imh
0001003642,Impax Laboratories Inc,ipxl
CIPC_1983/009088/06,Imperial Group Limited,
0001364962,Imperva Inc,impv
0001328015,Imprivata Inc,impr
0000879169,Incyte Corp,incy
0001537028,"Independence Contract Drilling, Inc.",icd
0000039311,Independent Bank Corp /MI/,ibcp
0000072170,Inergetics Inc,nrti
0001138639,Infinera Corp,infn
0001223862,Infoblox Inc,blox
0001556143,"Infor (US), Inc.",infus_pirv
0001371489,Information Services Group Inc.,iii
0001274032,Infosonics Corp,ifon
0000050493,Ingles Markets Inc,imkta
0001018003,Ingram Micro Inc,im
0000923284,Inland Real Estate Corp,irc
0001350381,Innerworkings Inc,inwk
0001098482,"Innovaro, Inc.",inni
0001432272,"Innovative Wireless Technologies, Inc.",
0000082473,Innsuites Hospitality Trust,iht
0001294133,Inogen Inc,ingn
0001055726,"Inovio Pharmaceuticals, Inc.",ino
0000875355,Insignia Systems Inc/MN,isig
0000802724,Insite Vision Inc,insv
0001104506,Insmed Inc,insm
0001609550,"Inspire Medical Systems, Inc.",insp
0000764401,Insteel Industries Inc,iiin
0001592365,Instride Inc,itdpe
0001355754,Instructure Inc,inst
0001145197,Insulet Corp,podd
0001516479,"Insys Therapeutics, Inc.",insy
0000917520,Integra Lifesciences Holdings Corp,iart
0001018281,Integral Technologies Inc,itkg
0000703361,Integrated Device Technology Inc,idti
0001048268,"Integrated Electrical Services, Inc.",iesc
0000050863,Intel Corp,intc
0001337905,"Intellect Neurosciences, Inc.",ilns
0001125280,"Intellicell Biosciences, Inc.",svfc
0001040896,"Intellicheck Mobilisa, Inc.",idn
0000320340,Intelligent Systems Corp,ins
0001525773,Intelsat S.A.,i
0000822663,Inter Parfums Inc,ipar
0001405495,"InterDigital, Inc.",idcc
0001160142,"InterMetro Communications, Inc.",imto
0001517650,"Interactive Intelligence Group, Inc.",inin
0001270073,Intercept Pharmaceuticals Inc,icpt
0001571949,"Intercontinental Exchange, Inc.",ice
0000715787,Interface Inc,tile
0001037649,Interleukin Genetics Inc,iliu
0001292900,"Interline Brands, Inc./DE",ibi
0001044590,"Intermec, Inc.",in
0001056386,Internap Corp,inap
0000315709,International Bancshares Corp,iboc
0000051143,International Business Machines Corp,ibm
0000051253,International Flavors & Fragrances Inc,iff
0000316793,International Rectifier Corp /DE/,irf
0000051548,International Speedway Corp,isca
0001001279,Internet America Inc,geek
0000051644,"Interpublic Group Of Companies, Inc.",ipg
0001271214,"Intersect ENT, Inc.",xent
0001095277,Intersections Inc,intx
0001096325,Intersil Corp/DE,isil
0001001902,Intevac Inc,ivac
0001587755,"Intrawest Resorts Holdings, Inc.",snow
0001421461,"Intrepid Potash, Inc.",ipi
0001356090,Intrexon Corp,xon
0000736012,Intrusion Inc,intz
0000896878,Intuit Inc,intu
0001035267,Intuitive Surgical Inc,isrg
0000829323,"Inuvo, Inc.",inuv
0000742112,Invacare Corp,ivc
0001294924,InvenSense Inc,invn
0000944508,"Inventure Foods, Inc.",snak
0000914208,Invesco Ltd.,ivz
0001437071,Invesco Mortgage Capital Inc.,ivr
0000720858,Investors Title Co,itic
0001501134,Invitae Corp,nvta
0001292519,Invivo Therapeutics Holdings Corp.,nviv
0001393020,"Invuity, Inc.",ivty
0000866609,Ion Geophysical Corp,io
